OlinkID,cv_percent,UniProt,Assay,Panel,Retain
OID30428,48.023959158800054,O00206,TLR4,Inflammation_II,Unique Protein
OID30429,28.245292380825116,P10070,GLI2,Inflammation_II,Unique Protein
OID30430,42.83569531860512,Q04609,FOLH1,Inflammation_II,Unique Protein
OID30431,75.40595763065262,Q9NQI0,DDX4,Inflammation_II,Unique Protein
OID30432,49.934998239968316,Q13190,STX5,Inflammation_II,Unique Protein
OID30433,40.05337617683498,Q6R327,RICTOR,Inflammation_II,Unique Protein
OID30434,121.25040118623127,P03372,ESR1,Inflammation_II,Unique Protein
OID30435,43.69947868567433,P41273,TNFSF9,Inflammation_II,Unique Protein
OID30436,62.93671895494452,Q9BY41,HDAC8,Inflammation_II,Unique Protein
OID30437,46.151688906853124,P43378,PTPN9,Inflammation_II,Unique Protein
OID30438,27.274786570966224,Q09472,EP300,Inflammation_II,Unique Protein
OID30439,34.23836259612328,Q96EB6,SIRT1,Inflammation_II,Unique Protein
OID30440,53.22451268035141,P24928,POLR2A,Inflammation_II,Unique Protein
OID30441,29.812857998260554,Q9HBE5,IL21R,Inflammation_II,Unique Protein
OID30442,47.150834133122856,Q92185,ST8SIA1,Inflammation_II,Unique Protein
OID30443,53.60335048180747,P10767,FGF6,Inflammation_II,Unique Protein
OID30444,82.40912564379391,Q8WX93,PALLD,Inflammation_II,Unique Protein
OID30445,42.73779103876372,Q9UPW0,FOXJ3,Inflammation_II,Unique Protein
OID30446,49.4926830247398,P25490,YY1,Inflammation_II,Unique Protein
OID30447,44.20875235067147,Q6UXZ4,UNC5D,Inflammation_II,Unique Protein
OID30448,44.93751571806527,P09693,CD3G,Inflammation_II,Unique Protein
OID30449,43.337856269990134,Q05329,GAD2,Inflammation_II,Unique Protein
OID30450,26.237284304335056,Q6UXM1,LRIG3,Inflammation_II,Unique Protein
OID30451,27.84551098463421,P15531,NME1,Inflammation_II,Unique Protein
OID30452,59.790512120980935,P62834,RAP1A,Inflammation_II,Unique Protein
OID30453,39.28269618013237,P15927,RPA2,Inflammation_II,Unique Protein
OID30454,34.71299000115691,P61328,FGF12,Inflammation_II,Unique Protein
OID30455,50.174401048210036,P46013,MKI67,Inflammation_II,Unique Protein
OID30456,30.179392851818694,P24864,CCNE1,Inflammation_II,Unique Protein
OID30457,57.432019536738736,P85299,PRR5,Inflammation_II,Unique Protein
OID30458,29.909454261322054,P49715,CEBPA,Inflammation_II,Unique Protein
OID30459,29.144129407402964,Q9NP95,FGF20,Inflammation_II,Unique Protein
OID30460,40.73100236364463,P06401,PGR,Inflammation_II,Unique Protein
OID30461,30.121261453930494,Q6UXL0,IL20RB,Inflammation_II,Unique Protein
OID30462,38.41880873090686,Q9NP85,NPHS2,Inflammation_II,Unique Protein
OID30463,55.85033983178186,Q01201,RELB,Inflammation_II,Unique Protein
OID30464,38.95409376704975,Q9NZS2,KLRF1,Inflammation_II,Unique Protein
OID30465,54.62621636243254,Q9Y2I7,PIKFYVE,Inflammation_II,Unique Protein
OID30466,64.66281021703033,Q9NWV8,BABAM1,Inflammation_II,Unique Protein
OID30467,95.41671564974592,O00401,WASL,Inflammation_II,Unique Protein
OID30468,45.167005768673434,Q04837,SSBP1,Inflammation_II,Unique Protein
OID30469,47.94712555033888,O75365,PTP4A3,Inflammation_II,Unique Protein
OID30470,46.208263504771615,Q12888,TP53BP1,Inflammation_II,Unique Protein
OID30471,47.84665595102106,O75173,ADAMTS4,Inflammation_II,Unique Protein
OID30472,136.84070274691155,Q9UHA7,IL36A,Inflammation_II,Unique Protein
OID30473,48.78026940277998,Q96EP0,RNF31,Inflammation_II,Unique Protein
OID30474,51.0214574071156,O95429,BAG4,Inflammation_II,Unique Protein
OID30475,46.46614358368821,Q8NI17,IL31RA,Inflammation_II,Unique Protein
OID30476,66.26316013661895,Q9NS62,THSD1,Inflammation_II,Unique Protein
OID30477,45.978175038164366,Q9NY59,SMPD3,Inflammation_II,Unique Protein
OID30478,49.81889870168465,Q92574,TSC1,Inflammation_II,Unique Protein
OID30479,28.342501189448782,Q13114-2,TRAF3,Inflammation_II,Unique Protein
OID30480,38.99915839713054,P54274,TERF1,Inflammation_II,Unique Protein
OID30481,53.56921185823011,Q96MM7,HS6ST2,Inflammation_II,Unique Protein
OID30482,30.56861036491729,P35219,CA8,Inflammation_II,Unique Protein
OID30483,49.20130292484137,Q9GZN4,PRSS22,Inflammation_II,Unique Protein
OID30484,35.52585357348511,Q9NQ66,PLCB1,Inflammation_II,Unique Protein
OID30485,28.20554239666679,P16671,CD36,Inflammation_II,Unique Protein
OID30486,59.836187456474995,Q8NBK3,SUMF1,Inflammation_II,Unique Protein
OID30487,40.31591708501466,Q6EBC2,IL31,Inflammation_II,Unique Protein
OID30488,52.03831453721519,Q8NHP1,AKR7L,Inflammation_II,Unique Protein
OID30489,24.44000716101246,Q9Y3D3,MRPS16,Inflammation_II,Unique Protein
OID30490,53.20704853870427,P98170,XIAP,Inflammation_II,Unique Protein
OID30491,41.82667149377252,O43184,ADAM12,Inflammation_II,Unique Protein
OID30492,55.19145628394844,P48730,CSNK1D,Inflammation_II,Unique Protein
OID30493,46.46468411431462,O43583,DENR,Inflammation_II,Unique Protein
OID30494,28.60465160838876,O00148,DDX39A,Inflammation_II,Unique Protein
OID30495,28.55595087223812,P36551,CPOX,Inflammation_II,Unique Protein
OID30496,55.71031802147591,Q96D71,REPS1,Inflammation_II,Unique Protein
OID30497,65.61913329812232,P09923,ALPI,Inflammation_II,Unique Protein
OID30498,55.73024451416497,Q5TBC7,BCL2L15,Inflammation_II,Unique Protein
OID30499,45.26467358504343,Q9UHN6,CEMIP2,Inflammation_II,Unique Protein
OID30500,40.22049255721912,Q6B9Z1,IGFL4,Inflammation_II,Unique Protein
OID30501,73.55399933286857,Q8IX19,MCEMP1,Inflammation_II,Unique Protein
OID30502,72.08251460422458,P36897,TGFBR1,Inflammation_II,Unique Protein
OID30503,45.1758669231526,Q14511,NEDD9,Inflammation_II,Unique Protein
OID30504,51.63989098369487,Q8WVV4,POF1B,Inflammation_II,Unique Protein
OID30505,53.32526494285605,Q9UIK4,DAPK2,Inflammation_II,Unique Protein
OID30506,85.4021979789279,Q8IYW5,RNF168,Inflammation_II,Unique Protein
OID30507,49.38805184472663,Q93062,RBPMS,Inflammation_II,Unique Protein
OID30508,34.197401691600604,Q15697,ZNF174,Inflammation_II,Unique Protein
OID30509,58.474987170865866,P17050,NAGA,Inflammation_II,Unique Protein
OID30510,56.36461513050327,Q96PX8,SLITRK1,Inflammation_II,Unique Protein
OID30511,133.7513028375457,P56645,PER3,Inflammation_II,Unique Protein
OID30512,40.6241457158326,Q9H0U9,TSPYL1,Inflammation_II,Unique Protein
OID30513,53.84403625263494,P26436,ACRV1,Inflammation_II,Unique Protein
OID30514,53.48760163237161,Q5JS54,PSMG4,Inflammation_II,Unique Protein
OID30515,64.25228079505088,Q7Z5L3,C1QL2,Inflammation_II,Unique Protein
OID30516,51.714882410999394,Q15465,SHH,Inflammation_II,Unique Protein
OID30517,28.410928913189586,P17643,TYRP1,Inflammation_II,Unique Protein
OID30518,80.14214125371436,Q8IV38,ANKMY2,Inflammation_II,Unique Protein
OID30519,68.2077817792074,O60447,EVI5,Inflammation_II,Unique Protein
OID30520,39.96219122266094,Q16718,NDUFA5,Inflammation_II,Unique Protein
OID30521,35.21329009906643,Q96PU5,NEDD4L,Inflammation_II,Unique Protein
OID30522,119.23270828128109,O94916,NFAT5,Inflammation_II,Unique Protein
OID30523,104.13771723627659,O95835,LATS1,Inflammation_II,Unique Protein
OID30524,71.36078919340531,P24666,ACP1,Inflammation_II,Unique Protein
OID30525,49.53916869359352,O60238,BNIP3L,Inflammation_II,Unique Protein
OID30526,26.158465817907995,Q9H171,ZBP1,Inflammation_II,Unique Protein
OID30527,66.19268557747996,Q99062,CSF3R,Inflammation_II,Unique Protein
OID30528,58.86336707377002,Q9UHI8,ADAMTS1,Inflammation_II,Unique Protein
OID30529,71.41173511355791,Q99584,S100A13,Inflammation_II,Unique Protein
OID30530,62.80361749719504,P55211,CASP9,Inflammation_II,Unique Protein
OID30531,36.17648272767453,Q9H3T2,SEMA6C,Inflammation_II,Unique Protein
OID30532,43.05791012108196,Q15399,TLR1,Inflammation_II,Unique Protein
OID30533,99.23042616151963,Q9Y2X7,GIT1,Inflammation_II,Unique Protein
OID30534,53.23447214776997,P81534,DEFB103A_DEFB103B,Inflammation_II,Unique Protein
OID30535,67.63077797141617,O43320,FGF16,Inflammation_II,Unique Protein
OID30536,66.26620067725742,P52630,STAT2,Inflammation_II,Unique Protein
OID30537,111.38917551228984,P20701,ITGAL,Inflammation_II,Unique Protein
OID30538,80.46619599023552,Q86UE4,MTDH,Inflammation_II,Unique Protein
OID30539,59.22421246173829,Q96PL5,ERMAP,Inflammation_II,Unique Protein
OID30540,47.76928324857398,O60500,NPHS1,Inflammation_II,Unique Protein
OID30541,49.180136195572864,Q8WV28,BLNK,Inflammation_II,Unique Protein
OID30542,203.61050869354474,P48546,GIPR,Inflammation_II,Unique Protein
OID30543,55.25997168700321,P09564,CD7,Inflammation_II,Unique Protein
OID30544,28.56312960546105,P11487,FGF3,Inflammation_II,Unique Protein
OID30545,64.34011143882438,Q15223,NECTIN1,Inflammation_II,Unique Protein
OID30546,45.86524289446988,P23743,DGKA,Inflammation_II,Unique Protein
OID30547,55.58167621417795,P29536,LMOD1,Inflammation_II,Duplicated Protein and not lowest CV
OID30548,50.35771753558323,O75688,PPM1B,Inflammation_II,Unique Protein
OID30549,43.12223525437211,Q16643,DBN1,Inflammation_II,Unique Protein
OID30550,36.99245144726284,Q5T2W1,PDZK1,Inflammation_II,Unique Protein
OID30551,49.42273755640241,Q9NZH8,IL36G,Inflammation_II,Unique Protein
OID30552,27.946496330290582,Q5QGZ9,CLEC12A,Inflammation_II,Unique Protein
OID30553,51.222114224485004,P32927,CSF2RB,Inflammation_II,Unique Protein
OID30554,66.57326199584163,P49765,VEGFB,Inflammation_II,Unique Protein
OID30555,92.44777742445937,Q9BV40,VAMP8,Inflammation_II,Unique Protein
OID30556,61.92383732885289,Q15762,CD226,Inflammation_II,Unique Protein
OID30557,118.02336785054979,P06730,EIF4E,Inflammation_II,Unique Protein
OID30558,58.6914798786353,Q14160,SCRIB,Inflammation_II,Duplicated Protein and not lowest CV
OID30559,73.25831135024782,Q02880,TOP2B,Inflammation_II,Unique Protein
OID30560,90.21670118990194,O15400,STX7,Inflammation_II,Unique Protein
OID30561,67.7626612290181,Q9H7Z7,PTGES2,Inflammation_II,Unique Protein
OID30563,76.0932682740361,P14902,IDO1,Inflammation_II,Duplicated Protein and not lowest CV
OID30564,41.64327714245225,O60437,PPL,Inflammation_II,Unique Protein
OID30565,43.94976942455416,O95157,NXPH3,Inflammation_II,Unique Protein
OID30566,14.610273886830981,P06213,INSR,Inflammation_II,Unique Protein
OID30567,98.70088567001243,P11234,RALB,Inflammation_II,Unique Protein
OID30568,80.85434788919828,P49757,NUMB,Inflammation_II,Unique Protein
OID30569,75.90843028252388,Q8N556,AFAP1,Inflammation_II,Unique Protein
OID30570,40.086785962865115,P17301,ITGA2,Inflammation_II,Unique Protein
OID30571,31.701688388380568,Q02952,AKAP12,Inflammation_II,Unique Protein
OID30572,30.020287093459224,Q4VCS5,AMOT,Inflammation_II,Unique Protein
OID30573,66.58554686279129,P30101,PDIA3,Inflammation_II,Unique Protein
OID30574,29.957918714906956,P10912,GHR,Inflammation_II,Unique Protein
OID30575,41.68853493447528,O95393,BMP10,Inflammation_II,Unique Protein
OID30576,36.30712624292911,Q9UGN4,CD300A,Inflammation_II,Unique Protein
OID30577,22.65772646112992,Q96QR1,SCGB3A1,Inflammation_II,Unique Protein
OID30578,94.89312489868352,P30040,ERP29,Inflammation_II,Unique Protein
OID30579,36.726829095913935,Q9ULI3,HEG1,Inflammation_II,Unique Protein
OID30580,75.74572906431898,Q8TEA8,DTD1,Inflammation_II,Unique Protein
OID30581,51.60601777241302,P01037,CST1,Inflammation_II,Unique Protein
OID30582,37.956384044926295,Q9H7Y0,DIPK2B,Inflammation_II,Unique Protein
OID30583,35.736302280229324,Q9BRK3,MXRA8,Inflammation_II,Unique Protein
OID30584,67.17784116428412,O76074,PDE5A,Inflammation_II,Unique Protein
OID30585,39.821594248965084,P22303,ACHE,Inflammation_II,Unique Protein
OID30586,46.51902833361172,Q9BX67,JAM3,Inflammation_II,Unique Protein
OID30587,34.74705121257969,P20908,COL5A1,Inflammation_II,Unique Protein
OID30588,34.84882630715628,Q6QNK2,ADGRD1,Inflammation_II,Unique Protein
OID30589,40.45659476139119,Q02223,TNFRSF17,Inflammation_II,Unique Protein
OID30590,94.16080058184222,Q8NEU8,APPL2,Inflammation_II,Unique Protein
OID30591,36.428188967320466,Q9BUH6,PAXX,Inflammation_II,Unique Protein
OID30592,46.39318899949447,Q8NDA2,HMCN2,Inflammation_II,Unique Protein
OID30593,44.38427444463374,Q9HCU4,CELSR2,Inflammation_II,Unique Protein
OID30594,34.77974095074138,P06280,GLA,Inflammation_II,Unique Protein
OID30595,29.242922049732474,Q9BUN1,MENT,Inflammation_II,Unique Protein
OID30596,72.46397691665811,Q9H939,PSTPIP2,Inflammation_II,Unique Protein
OID30597,36.8503484377045,Q8TDQ7,GNPDA2,Inflammation_II,Unique Protein
OID30598,31.53464529974071,P55083,MFAP4,Inflammation_II,Unique Protein
OID30599,44.23497110043436,Q9NS98,SEMA3G,Inflammation_II,Unique Protein
OID30600,94.53715504453736,P04406,GAPDH,Inflammation_II,Unique Protein
OID30601,68.02202931834857,P04090,RLN2,Inflammation_II,Unique Protein
OID30602,50.111203084120085,Q5TDH0,DDI2,Inflammation_II,Unique Protein
OID30603,55.9975186931301,P06132,UROD,Inflammation_II,Unique Protein
OID30604,32.32210163634819,Q99574,SERPINI1,Inflammation_II,Unique Protein
OID30605,48.86802982326263,P27348,YWHAQ,Inflammation_II,Unique Protein
OID30606,36.3026181090801,Q9UI42,CPA4,Inflammation_II,Unique Protein
OID30607,44.98246398466315,Q16378,PRR4,Inflammation_II,Unique Protein
OID30608,34.38929545256633,Q6P5S2,LEG1,Inflammation_II,Unique Protein
OID30609,64.17543248077112,O43399,TPD52L2,Inflammation_II,Unique Protein
OID30610,23.202404902509812,P61457,PCBD1,Inflammation_II,Unique Protein
OID30611,40.21678535357816,P40197,GP5,Inflammation_II,Unique Protein
OID30612,36.5654751984012,P00325,ADH1B,Inflammation_II,Unique Protein
OID30613,37.41966052906891,O75190,DNAJB6,Inflammation_II,Unique Protein
OID30614,37.536591454981895,Q5JS37,NHLRC3,Inflammation_II,Unique Protein
OID30615,36.191430729153296,Q8N8U9,BMPER,Inflammation_II,Unique Protein
OID30616,77.12476071847841,O75347,TBCA,Inflammation_II,Unique Protein
OID30617,32.94488393836596,P04083,ANXA1,Inflammation_II,Unique Protein
OID30618,35.40792123871914,Q9BXJ0,C1QTNF5,Inflammation_II,Unique Protein
OID30619,41.45026097190469,Q96HD1,CRELD1,Inflammation_II,Unique Protein
OID30620,37.724795148901244,P0C862,C1QTNF9,Inflammation_II,Unique Protein
OID30621,81.18190561496851,Q13976,PRKG1,Inflammation_II,Unique Protein
OID30622,43.41814028278883,P54764,EPHA4,Inflammation_II,Unique Protein
OID30623,58.005747676210376,Q9P2T1,GMPR2,Inflammation_II,Unique Protein
OID30624,57.38333433660823,P50502,ST13,Inflammation_II,Unique Protein
OID30625,39.70647586637867,P09529,INHBB,Inflammation_II,Unique Protein
OID30626,21.825893199022154,A2VDF0,FUOM,Inflammation_II,Unique Protein
OID30627,40.49789938639382,P20155,SPINK2,Inflammation_II,Unique Protein
OID30628,35.639702674732725,P14091,CTSE,Inflammation_II,Unique Protein
OID30629,50.485453961125636,Q6P589,TNFAIP8L2,Inflammation_II,Unique Protein
OID30630,72.53787546408496,O14745,SLC9A3R1,Inflammation_II,Unique Protein
OID30631,35.50646273864295,P30047,GCHFR,Inflammation_II,Unique Protein
OID30632,43.98221193589052,Q53FA7,TP53I3,Inflammation_II,Unique Protein
OID30633,34.33495735891922,Q5VTT5,MYOM3,Inflammation_II,Unique Protein
OID30634,44.21955793388504,Q8IUZ5,PHYKPL,Inflammation_II,Unique Protein
OID30635,27.84577626939794,P52758,RIDA,Inflammation_II,Unique Protein
OID30636,49.675710704748546,Q96A49,SYAP1,Inflammation_II,Unique Protein
OID30637,47.128755724805885,Q9NQ48,LZTFL1,Inflammation_II,Unique Protein
OID30638,40.24694294056403,O96007,MOCS2,Inflammation_II,Unique Protein
OID30639,42.2174612432904,Q8NHV1,GIMAP7,Inflammation_II,Unique Protein
OID30640,39.08313480758604,Q96AJ9,VTI1A,Inflammation_II,Unique Protein
OID30641,39.649147199104625,P21854,CD72,Inflammation_II,Unique Protein
OID30642,52.530903791210804,P07311,ACYP1,Inflammation_II,Unique Protein
OID30643,35.13579649113166,Q9UK23,NAGPA,Inflammation_II,Unique Protein
OID30644,32.81072082171296,Q9NRS6,SNX15,Inflammation_II,Unique Protein
OID30645,141.68346970972803,P37840,SNCA,Inflammation_II,Unique Protein
OID30646,40.831918470709795,P22455,FGFR4,Inflammation_II,Unique Protein
OID30647,64.14789666934723,Q15276,RABEP1,Inflammation_II,Unique Protein
OID30648,39.50986365076579,Q6FHJ7,SFRP4,Inflammation_II,Unique Protein
OID30649,65.14292776036312,Q9HB71,CACYBP,Inflammation_II,Unique Protein
OID30650,40.48673968553981,O60279,SUSD5,Inflammation_II,Unique Protein
OID30651,41.9518751966471,A6NC86,PINLYP,Inflammation_II,Unique Protein
OID30652,36.46729994154892,P49862,KLK7,Inflammation_II,Unique Protein
OID30653,59.31963460796352,Q92619,ARHGAP45,Inflammation_II,Unique Protein
OID30654,45.96740798362152,Q04323,UBXN1,Inflammation_II,Unique Protein
OID30655,74.90438423687563,P35611,ADD1,Inflammation_II,Unique Protein
OID30656,65.34426070184772,Q8N0X7,SPART,Inflammation_II,Unique Protein
OID30657,61.243410180087665,P32321,DCTD,Inflammation_II,Unique Protein
OID30658,54.62744500624268,P56192,MARS1,Inflammation_II,Unique Protein
OID30659,55.42197854342324,Q6GMV3,PTRHD1,Inflammation_II,Unique Protein
OID30660,34.71370779990847,O15335,CHAD,Inflammation_II,Unique Protein
OID30661,45.793159318777434,P25686,DNAJB2,Inflammation_II,Unique Protein
OID30662,37.71035681469074,Q58EX2,SDK2,Inflammation_II,Unique Protein
OID30663,84.24865191547804,Q86SX6,GLRX5,Inflammation_II,Unique Protein
OID30664,84.20679807345068,Q9Y4D1,DAAM1,Inflammation_II,Unique Protein
OID30665,63.57492495425626,Q6UX06,OLFM4,Inflammation_II,Unique Protein
OID30666,28.22509753033802,P01210,PENK,Inflammation_II,Unique Protein
OID30667,105.36098155614167,P0DML2,CSH1,Inflammation_II,Unique Protein
OID30668,27.443893995636408,P32119,PRDX2,Inflammation_II,Unique Protein
OID30669,15.136619564145029,P40925,MDH1,Inflammation_II,Unique Protein
OID30670,44.62702010299762,P10599,TXN,Inflammation_II,Unique Protein
OID30671,67.88835648289022,P0DN86,CGB3_CGB5_CGB8,Inflammation_II,Unique Protein
OID30672,28.162308398561287,P07998,RNASE1,Inflammation_II,Unique Protein
OID30673,58.03278650164639,P04114,APOB,Inflammation_II,Unique Protein
OID30674,57.27646954710014,Q92686,NRGN,Inflammation_II,Unique Protein
OID30675,214.15707443481776,P16442,ABO,Inflammation_II,Unique Protein
OID30676,45.37094966927174,Q6UXB8,PI16,Inflammation_II,Unique Protein
OID30677,62.16817795281933,P04180,LCAT,Inflammation_II,Unique Protein
OID30678,44.46239582065331,Q0ZGT2,NEXN,Inflammation_II,Unique Protein
OID30679,46.82555256438267,P07307,ASGR2,Inflammation_II,Unique Protein
OID30680,46.77353627196631,P06744,GPI,Inflammation_II,Unique Protein
OID30681,65.65748606137227,P07333,CSF1R,Inflammation_II,Unique Protein
OID30682,89.40206439119146,Q86YW5,TREML1,Inflammation_II,Unique Protein
OID30683,51.09140499822749,P08294,SOD3,Inflammation_II,Unique Protein
OID30684,48.337307874534666,P00742,F10,Inflammation_II,Unique Protein
OID30685,65.13055147784573,P04278,SHBG,Inflammation_II,Unique Protein
OID30686,296.18783150164865,P02652,APOA2,Inflammation_II,Unique Protein
OID30687,32.115765787191044,P20061,TCN1,Inflammation_II,Unique Protein
OID30688,42.043497437421436,P12955,PEPD,Inflammation_II,Unique Protein
OID30689,40.339789114263894,Q93091,RNASE6,Inflammation_II,Unique Protein
OID30690,67.88443019779534,O00602,FCN1,Inflammation_II,Unique Protein
OID30691,33.08846586618987,O43493,TGOLN2,Inflammation_II,Unique Protein
OID30692,71.09200465482563,P50552,VASP,Inflammation_II,Unique Protein
OID30693,50.96098485171356,P16233,PNLIP,Inflammation_II,Unique Protein
OID30694,46.625836782532005,P22897,MRC1,Inflammation_II,Unique Protein
OID30696,31.10380543227429,P12821,ACE,Inflammation_II,Unique Protein
OID30697,68.10167107993831,P17927,CR1,Inflammation_II,Unique Protein
OID30698,137.75459483346347,P02748,C9,Inflammation_II,Unique Protein
