OlinkID,cv_percent,UniProt,Assay,Panel,Retain
OID30720,39.63059681106343,P36980,CFHR2,Inflammation_II,Unique Protein
OID30721,33.335632448138554,Q9NZP8,C1RL,Inflammation_II,Unique Protein
OID30722,38.943871326061064,P19827,ITIH1,Inflammation_II,Unique Protein
OID30723,26.727549099723397,P00734,F2,Inflammation_II,Unique Protein
OID30724,35.24692322511685,P05543,SERPINA7,Inflammation_II,Unique Protein
OID30725,49.079271684069234,P61769,B2M,Inflammation_II,Unique Protein
OID30726,31.623214463148173,P35542,SAA4,Inflammation_II,Unique Protein
OID30727,69.34855638887286,P02649,APOE,Inflammation_II,Unique Protein
OID30728,32.408938550126045,Q9Y5Y7,LYVE1,Inflammation_II,Unique Protein
OID30729,58.568964750354304,O00391,QSOX1,Inflammation_II,Unique Protein
OID30730,46.664871139393675,P20742,PZP,Inflammation_II,Unique Protein
OID30731,35.50777408036589,P09871,C1S,Inflammation_II,Unique Protein
OID30732,54.500274023869046,P10909,CLU,Inflammation_II,Unique Protein
OID30733,47.10827942206107,P06727,APOA4,Inflammation_II,Unique Protein
OID30734,34.442635150122996,Q96IY4,CPB2,Inflammation_II,Unique Protein
OID30735,34.409203602817094,O75882-2,ATRN,Inflammation_II,Unique Protein
OID30736,40.91409150147631,Q16610,ECM1,Inflammation_II,Unique Protein
OID30737,40.640750290011255,P07225,PROS1,Inflammation_II,Unique Protein
OID30738,36.76884390824656,P00746,CFD,Inflammation_II,Unique Protein
OID30739,40.78608811490203,P00748,F12,Inflammation_II,Unique Protein
OID30740,37.374554551860555,P0DOY2,IGLC2,Inflammation_II,Unique Protein
OID30741,37.502260900693344,P43652,AFM,Inflammation_II,Unique Protein
OID30742,36.110420343925284,Q96PD5,PGLYRP2,Inflammation_II,Unique Protein
OID30743,34.190998676183014,P08185,SERPINA6,Inflammation_II,Unique Protein
OID30744,28.651692063436506,P01031,C5,Inflammation_II,Unique Protein
OID30745,36.538863641361765,P49908,SELENOP,Inflammation_II,Unique Protein
OID30746,53.54490692059899,P05090,APOD,Inflammation_II,Unique Protein
OID30747,54.48090892621258,P08519,LPA,Inflammation_II,Unique Protein
OID30748,24.85935494777617,Q15848,ADIPOQ,Inflammation_II,Unique Protein
OID30749,124.32845575628049,P02654,APOC1,Inflammation_II,Unique Protein
OID30750,30.977102428333726,P01009,SERPINA1,Inflammation_II,Unique Protein
OID30751,32.624547325488315,P02750,LRG1,Inflammation_II,Unique Protein
OID30752,29.093756862261177,P14151,SELL,Inflammation_II,Unique Protein
OID30753,25.42829278883863,P00736,C1R,Inflammation_II,Unique Protein
OID30754,33.06651124654349,P43251,BTD,Inflammation_II,Unique Protein
OID30755,43.88075776340995,P00751,CFB,Inflammation_II,Unique Protein
OID30756,33.44048128493123,P05452,CLEC3B,Inflammation_II,Unique Protein
OID30757,23.272420802014345,P36955,SERPINF1,Inflammation_II,Unique Protein
OID30758,24.84905387313403,Q92496,CFHR4,Inflammation_II,Unique Protein
OID30759,43.01479975825188,P11226,MBL2,Inflammation_II,Unique Protein
OID30760,31.050034337296673,P03952,KLKB1,Inflammation_II,Unique Protein
OID30761,79.5236044073025,P02775,PPBP,Inflammation_II,Unique Protein
OID30762,46.298214106808324,Q14624,ITIH4,Inflammation_II,Unique Protein
OID30763,51.73952533583833,P05154,SERPINA5,Inflammation_II,Unique Protein
OID30764,109.24852364503599,P02776,PF4,Inflammation_II,Unique Protein
OID30765,41.57656078504346,Q08380,LGALS3BP,Inflammation_II,Unique Protein
OID30766,28.816045786155208,P10643,C7,Inflammation_II,Unique Protein
OID30767,33.84475479238815,P05546,SERPIND1,Inflammation_II,Unique Protein
OID30768,32.72113157798546,P02763,ORM1,Inflammation_II,Unique Protein
OID30769,86.34868465133147,P02647,APOA1,Inflammation_II,Unique Protein
OID30770,40.1040388508511,P04196,HRG,Inflammation_II,Unique Protein
OID30771,35.886449020471346,P04217,A1BG,Inflammation_II,Unique Protein
OID30772,30.113185594719656,P05156,CFI,Inflammation_II,Unique Protein
OID30773,37.97024216315708,P03951,F11,Inflammation_II,Unique Protein
OID30774,37.38540600448207,P29622,SERPINA4,Inflammation_II,Unique Protein
OID30775,37.50523322775056,O43866,CD5L,Inflammation_II,Unique Protein
OID30776,55.07167764863178,P01024,C3,Inflammation_II,Unique Protein
OID30777,36.156985867230766,P05155,SERPING1,Inflammation_II,Unique Protein
OID30778,35.137522749431525,P02743,APCS,Inflammation_II,Unique Protein
OID30779,41.8200924418901,P08697,SERPINF2,Inflammation_II,Unique Protein
OID30780,34.546833284330816,P02774,GC,Inflammation_II,Unique Protein
OID30781,32.26203336499052,P05160,F13B,Inflammation_II,Unique Protein
OID30782,38.174421160027904,P02766,TTR,Inflammation_II,Unique Protein
OID30783,44.33744392132356,P02787,TF,Inflammation_II,Unique Protein
OID30784,21.98777685082716,P27918,CFP,Inflammation_II,Unique Protein
OID30785,38.16351746979272,P00747,PLG,Inflammation_II,Unique Protein
OID30786,35.44717846317659,P01011,SERPINA3,Inflammation_II,Unique Protein
OID30787,48.46148062467409,P02751,FN1,Inflammation_II,Unique Protein
OID30788,33.22073694698384,P02671,FGA,Inflammation_II,Unique Protein
OID30789,32.47365174774573,P01008,SERPINC1,Inflammation_II,Unique Protein
OID30790,35.47008470771825,P08603,CFH,Inflammation_II,Unique Protein
OID30791,76.06693419594195,Q8IZJ0,IFNL2,Neurology_II,Unique Protein
OID30792,51.81978214745783,Q7L311,ARMCX2,Neurology_II,Unique Protein
OID30793,240.5999231594512,Q5U5Z8,AGBL2,Neurology_II,Unique Protein
OID30794,111.2893342460761,O75631,UPK3A,Neurology_II,Unique Protein
OID30795,94.28550057067618,Q9UKW4,VAV3,Neurology_II,Unique Protein
OID30796,47.51646222496906,O76039,CDKL5,Neurology_II,Unique Protein
OID30797,75.22277425251984,Q96PV0,SYNGAP1,Neurology_II,Unique Protein
OID30798,64.54907307195364,O95049,TJP3,Neurology_II,Unique Protein
OID30799,46.83042757582056,Q13509,TUBB3,Neurology_II,Unique Protein
OID30800,44.936900336310714,P35221,CTNNA1,Neurology_II,Unique Protein
OID30801,43.65615102783853,O75312,ZPR1,Neurology_II,Unique Protein
OID30802,41.26146155477153,Q13224,GRIN2B,Neurology_II,Unique Protein
OID30803,65.69933670032805,P48169,GABRA4,Neurology_II,Unique Protein
OID30804,57.30109510673201,Q9NY72,SCN3B,Neurology_II,Unique Protein
OID30805,47.873348659675976,Q9NQW8,CNGB3,Neurology_II,Unique Protein
OID30806,45.70821794587128,Q96J84,KIRREL1,Neurology_II,Unique Protein
OID30807,530.014343221649,P26441,CNTF,Neurology_II,Unique Protein
OID30808,79.51436296795423,O43474,KLF4,Neurology_II,Unique Protein
OID30809,61.71539720120332,P43220,GLP1R,Neurology_II,Unique Protein
OID30810,60.45903790851398,P41732,TSPAN7,Neurology_II,Unique Protein
OID30811,38.73721977522654,P60880,SNAP25,Neurology_II,Unique Protein
OID30812,46.89671412980041,P49792,RANBP2,Neurology_II,Unique Protein
OID30813,48.98243912401243,Q03721,KCNC4,Neurology_II,Unique Protein
OID30814,39.37108586788891,Q17R60,IMPG1,Neurology_II,Unique Protein
OID30815,67.90288151767915,Q14894,CRYM,Neurology_II,Unique Protein
OID30816,118.25835247187442,Q96Q89,KIF20B,Neurology_II,Unique Protein
OID30817,85.47386748150349,O95372,LYPLA2,Neurology_II,Unique Protein
OID30818,62.89845817384998,Q9H461,FZD8,Neurology_II,Unique Protein
OID30819,59.256307129692644,Q96P66,GPR101,Neurology_II,Unique Protein
OID30820,80.78263902074738,Q02641,CACNB1,Neurology_II,Unique Protein
OID30821,44.24599931974127,Q8N111,CEND1,Neurology_II,Unique Protein
OID30822,72.18491903855974,Q5SXM8,DNLZ,Neurology_II,Unique Protein
OID30823,58.561489718144955,Q30KQ4,DEFB116,Neurology_II,Unique Protein
OID30824,68.60130373436667,P08908,HTR1A,Neurology_II,Unique Protein
OID30825,61.227856929959245,Q7RTW8,OTOA,Neurology_II,Unique Protein
OID30826,53.58594960268325,P25440,BRD2,Neurology_II,Unique Protein
OID30827,56.877232128343614,P04234,CD3D,Neurology_II,Unique Protein
OID30828,46.44371130396344,Q96L15,ART5,Neurology_II,Unique Protein
OID30829,59.672011425967916,Q15042,RAB3GAP1,Neurology_II,Unique Protein
OID30830,82.77021363106782,Q96GG9,DCUN1D1,Neurology_II,Unique Protein
OID30831,46.63947727254035,Q19T08,ECSCR,Neurology_II,Unique Protein
OID30832,215.18120743812227,Q9UKV0,HDAC9,Neurology_II,Unique Protein
OID30833,84.94584552374317,Q99250,SCN2A,Neurology_II,Unique Protein
OID30834,80.09359940725864,P52179,MYOM1,Neurology_II,Unique Protein
OID30835,53.06147111217866,P47874,OMP,Neurology_II,Unique Protein
OID30836,78.68722950335146,Q9BZ29,DOCK9,Neurology_II,Unique Protein
OID30837,67.79558318804567,Q9Y3E2,BOLA1,Neurology_II,Unique Protein
OID30838,57.46878244380619,A6NGG8,PCARE,Neurology_II,Unique Protein
OID30839,84.99043545193383,P07954,FH,Neurology_II,Unique Protein
OID30840,65.52778381182544,Q13936,CACNA1C,Neurology_II,Unique Protein
OID30841,94.54124971929926,Q14627,IL13RA2,Neurology_II,Unique Protein
OID30842,219.25111161926725,Q9UL42,PNMA2,Neurology_II,Unique Protein
OID30843,44.74270892434486,O95196,CSPG5,Neurology_II,Unique Protein
OID30844,59.05483573786255,O15382,BCAT2,Neurology_II,Unique Protein
OID30845,273.12895158127844,Q5T871,LELP1,Neurology_II,Unique Protein
OID30846,80.5827546855334,Q687X5,STEAP4,Neurology_II,Unique Protein
OID30847,109.64345639245356,Q0VDD7,BRME1,Neurology_II,Unique Protein
OID30848,106.90990331168575,P05549,TFAP2A,Neurology_II,Unique Protein
OID30849,55.56827460567111,Q8WTQ1,DEFB104A_DEFB104B,Neurology_II,Unique Protein
OID30850,65.08896455490185,Q99700,ATXN2,Neurology_II,Unique Protein
OID30851,112.55218424966237,P23435,CBLN1,Neurology_II,Unique Protein
OID30852,69.96708827788576,Q86T26,TMPRSS11B,Neurology_II,Unique Protein
OID30853,57.06410806143031,P52788,SMS,Neurology_II,Unique Protein
OID30854,54.97199071333705,P26378,ELAVL4,Neurology_II,Unique Protein
OID30855,56.124960646411495,P26715,KLRC1,Neurology_II,Unique Protein
OID30856,108.1851024773672,Q6QNY1,BLOC1S2,Neurology_II,Unique Protein
OID30857,79.78212969670058,Q9Y6U3,SCIN,Neurology_II,Unique Protein
OID30858,113.2883431029346,Q96PH6,DEFB118,Neurology_II,Unique Protein
OID30859,59.8956909795163,Q14129,DGCR6,Neurology_II,Unique Protein
OID30860,64.22516858549454,Q8IWB1,ITPRIP,Neurology_II,Unique Protein
OID30861,37.83754379296524,Q99856,ARID3A,Neurology_II,Unique Protein
OID30862,52.3699422533027,Q8IVU1,IGDCC3,Neurology_II,Unique Protein
OID30863,58.207576437403766,Q9UJC5,SH3BGRL2,Neurology_II,Unique Protein
OID30864,81.53830713291526,Q6P5Q4,LMOD2,Neurology_II,Unique Protein
OID30865,104.96173186545734,P05787,KRT8,Neurology_II,Unique Protein
OID30866,35.042440001126046,P28222,HTR1B,Neurology_II,Unique Protein
OID30867,387.22079337021995,Q9Y3B9,RRP15,Neurology_II,Unique Protein
OID30868,83.99495534283152,Q9H492,MAP1LC3A,Neurology_II,Unique Protein
OID30869,121.54647536904235,Q99653,CHP1,Neurology_II,Unique Protein
OID30870,35.51752475388537,Q6QEF8,CORO6,Neurology_II,Unique Protein
OID30871,57.99225283743207,Q12774,ARHGEF5,Neurology_II,Unique Protein
OID30872,78.27257133559321,O43396,TXNL1,Neurology_II,Unique Protein
OID30873,279.2792667544382,O14503,BHLHE40,Neurology_II,Unique Protein
OID30874,553.2491978974983,P10523,SAG,Neurology_II,Unique Protein
OID30875,106.58219388686199,P55283,CDH4,Neurology_II,Unique Protein
OID30876,47.03433759083065,O15020,SPTBN2,Neurology_II,Unique Protein
OID30877,170.27498288421617,Q8WXG9,ADGRV1,Neurology_II,Unique Protein
OID30878,51.73028326867508,Q8NFZ4,NLGN2,Neurology_II,Unique Protein
OID30879,891.4157715420506,O15350,TP73,Neurology_II,Unique Protein
OID30880,54.63963104721734,O15083,ERC2,Neurology_II,Unique Protein
OID30881,73.66913971752868,Q86WK6,AMIGO1,Neurology_II,Unique Protein
OID30882,75.9581197324847,Q86UW9,DTX2,Neurology_II,Unique Protein
OID30883,70.1961259546902,Q8N8R5,C2orf69,Neurology_II,Unique Protein
OID30884,91.930309476047,P0C7M8,CLEC2L,Neurology_II,Unique Protein
OID30885,116.90026684349233,Q6P9F5,TRIM40,Neurology_II,Unique Protein
OID30886,100.85541894144161,Q9HCM4,EPB41L5,Neurology_II,Unique Protein
OID30887,65.25012244784885,Q9Y285,FARSA,Neurology_II,Unique Protein
OID30888,104.62540284945909,Q2M3V2,SOWAHA,Neurology_II,Unique Protein
OID30889,79.78492144114821,Q8IY33,MICALL2,Neurology_II,Unique Protein
OID30890,40.31534845717505,Q9NZA1,CLIC5,Neurology_II,Unique Protein
OID30891,78.0132201819609,Q9BV20,MRI1,Neurology_II,Unique Protein
OID30892,58.97072599380676,Q9UHL0,DDX25,Neurology_II,Unique Protein
OID30893,86.558209640075,Q93015,NAA80,Neurology_II,Unique Protein
OID30894,43.504045649630726,Q9P2M7,CGN,Neurology_II,Unique Protein
OID30895,55.10324679142907,Q9ULH4,LRFN2,Neurology_II,Unique Protein
OID30896,54.348627585733745,Q16520,BATF,Neurology_II,Unique Protein
OID30897,161.95497724369946,Q53GD3,SLC44A4,Neurology_II,Unique Protein
OID30898,41.84722833472834,Q6ZUT3,FRMD7,Neurology_II,Unique Protein
OID30899,40.91285580988205,Q12809,KCNH2,Neurology_II,Unique Protein
OID30900,54.22225909570053,Q8N2Q7,NLGN1,Neurology_II,Unique Protein
OID30901,44.32663560008715,Q9Y4C0,NRXN3,Neurology_II,Unique Protein
OID30902,38.669032765055555,O75718,CRTAP,Neurology_II,Unique Protein
OID30903,156.96961802849515,Q9NY46,SCN3A,Neurology_II,Unique Protein
OID30904,61.66523517735586,Q96G03,PGM2,Neurology_II,Unique Protein
OID30905,524.3600451123706,P48436,SOX9,Neurology_II,Unique Protein
OID30906,127.44965540771784,Q9HBL6,LRTM1,Neurology_II,Unique Protein
OID30907,56.211085220272636,Q9P2M1,LRP2BP,Neurology_II,Unique Protein
OID30908,106.74969175371692,Q10571,MN1,Neurology_II,Unique Protein
OID30909,60.20681997835605,P61366,OSTN,Neurology_II,Unique Protein
OID30910,50.311776722149546,P48775,TDO2,Neurology_II,Unique Protein
OID30911,67.85527733856944,Q9C0A0,CNTNAP4,Neurology_II,Unique Protein
OID30912,94.19508466400335,Q9NUG6,PDRG1,Neurology_II,Unique Protein
OID30913,53.78484143393655,P09455,RBP1,Neurology_II,Unique Protein
OID30914,45.33552455220375,Q86UP6,CUZD1,Neurology_II,Unique Protein
OID30915,83.338276095049,Q9ULU8,CADPS,Neurology_II,Unique Protein
OID30916,67.8067037840852,Q9NPB3,CABP2,Neurology_II,Unique Protein
OID30917,52.23929330539085,Q96A32,MYLPF,Neurology_II,Unique Protein
OID30918,35.87643699700166,Q16401,PSMD5,Neurology_II,Unique Protein
OID30919,72.86876053673177,P20823,HNF1A,Neurology_II,Unique Protein
OID30920,59.992332870911646,P63211,GNGT1,Neurology_II,Unique Protein
OID30921,77.59841465146306,O15234,CASC3,Neurology_II,Unique Protein
OID30922,54.10134771540515,Q6UWJ8,CD164L2,Neurology_II,Unique Protein
OID30923,57.03401583733611,Q16650,TBR1,Neurology_II,Unique Protein
OID30924,65.03982804034906,Q5VT99,LRRC38,Neurology_II,Unique Protein
OID30925,43.78103472225691,P63172,DYNLT1,Neurology_II,Unique Protein
OID30926,925.8382600284824,P43007,SLC1A4,Neurology_II,Unique Protein
OID30927,68.85380811186491,Q14184,DOC2B,Neurology_II,Unique Protein
OID30928,52.36066296390237,P0DKB5,TPBGL,Neurology_II,Unique Protein
OID30929,100.58307622128169,P54105,CLNS1A,Neurology_II,Unique Protein
OID30930,67.89709846979541,P11229,CHRM1,Neurology_II,Unique Protein
OID30931,104.90522206346131,Q9ULW2,FZD10,Neurology_II,Unique Protein
OID30932,93.22902466384048,Q0P6D2,DIPK1C,Neurology_II,Unique Protein
OID30933,62.393714846042926,O75121,MFAP3L,Neurology_II,Unique Protein
OID30934,70.48244609974017,P61266,STX1B,Neurology_II,Unique Protein
OID30935,44.38437783682206,Q68J44,DUSP29,Neurology_II,Unique Protein
OID30936,68.35443088150221,P14649,MYL6B,Neurology_II,Unique Protein
OID30937,61.70680471275366,B6A8C7,TARM1,Neurology_II,Unique Protein
OID30938,227.6745480715856,O15212,PFDN6,Neurology_II,Unique Protein
OID30939,65.22293740365774,Q96KJ4,MSLNL,Neurology_II,Unique Protein
OID30940,62.53359234785363,Q8N6Q1,TMCO5A,Neurology_II,Unique Protein
OID30941,204.92574067642812,Q9UGI9,PRKAG3,Neurology_II,Unique Protein
OID30942,115.55824623727457,Q9UNY4,TTF2,Neurology_II,Unique Protein
OID30943,917.9387081442767,P54277,PMS1,Neurology_II,Unique Protein
OID30944,62.120788680471904,Q86TM3,DDX53,Neurology_II,Unique Protein
OID30945,82.51787392595413,Q8TC05,MDM1,Neurology_II,Unique Protein
OID30946,85.19563016093478,Q9BX10,GTPBP2,Neurology_II,Unique Protein
OID30947,54.51960925303556,P50897,PPT1,Neurology_II,Unique Protein
OID30948,135.3778878952132,O60939,SCN2B,Neurology_II,Unique Protein
OID30949,70.38514524069339,P63010,AP2B1,Neurology_II,Unique Protein
OID30950,67.54114631744983,Q7Z3D4,LYSMD3,Neurology_II,Unique Protein
OID30951,38.87858339347568,P09683,SCT,Neurology_II,Unique Protein
OID30952,59.075469110972264,P49069,CAMLG,Neurology_II,Unique Protein
OID30953,33.38386740636111,P43146,DCC,Neurology_II,Unique Protein
OID30954,76.55011653850809,P52799,EFNB2,Neurology_II,Unique Protein
OID30955,96.41475892139914,O60218,AKR1B10,Neurology_II,Unique Protein
OID30956,91.06179755047016,Q96BJ3,AIDA,Neurology_II,Unique Protein
OID30957,40.00770541077146,O14967,CLGN,Neurology_II,Unique Protein
OID30958,42.71300808077909,P60763,RAC3,Neurology_II,Unique Protein
OID30959,88.45181677155266,Q92834,RPGR,Neurology_II,Unique Protein
OID30960,54.36979286326553,P98164,LRP2,Neurology_II,Unique Protein
OID30961,159.99440437538536,P10301,RRAS,Neurology_II,Unique Protein
OID30962,60.12468255350476,Q8IY31,IFT20,Neurology_II,Unique Protein
OID30963,113.75229354125298,P01270,PTH,Neurology_II,Unique Protein
OID30964,82.66218863012736,P10746,UROS,Neurology_II,Unique Protein
OID30965,79.65911737402831,Q7L0J3,SV2A,Neurology_II,Unique Protein
OID30966,254.43136597544074,P04062,GBA,Neurology_II,Unique Protein
OID30967,49.410447604085974,P20916,MAG,Neurology_II,Unique Protein
OID30968,58.68634626677084,Q53EL9,SEZ6,Neurology_II,Unique Protein
OID30969,47.385599654165325,Q2UY09,COL28A1,Neurology_II,Unique Protein
OID30970,49.7682245226801,O14578,CIT,Neurology_II,Unique Protein
OID30971,60.72639299564852,Q9BY14,TEX101,Neurology_II,Unique Protein
OID30972,80.12542535334501,P24386,CHM,Neurology_II,Unique Protein
OID30973,64.86248954890671,Q8IWP9,CCDC28A,Neurology_II,Unique Protein
OID30974,123.69115386372759,P35556,FBN2,Neurology_II,Unique Protein
OID30975,84.54303083015299,Q15735,INPP5J,Neurology_II,Unique Protein
OID30976,40.22050828411355,Q15398,DLGAP5,Neurology_II,Unique Protein
OID30977,40.34752846239291,Q13002,GRIK2,Neurology_II,Unique Protein
OID30978,51.06356840325789,Q9BX66,SORBS1,Neurology_II,Unique Protein
OID30979,41.29457192257164,Q07617,SPAG1,Neurology_II,Unique Protein
OID30980,47.44762527663121,Q8WWM7,ATXN2L,Neurology_II,Unique Protein
OID30981,115.54783104711288,P48431,SOX2,Neurology_II,Unique Protein
OID30982,47.4389453276056,Q9BZJ3,TPSD1,Neurology_II,Unique Protein
OID30983,61.301751742255064,Q9NPD7,NRN1,Neurology_II,Unique Protein
OID30984,41.72085291530261,A6NFN3,RBFOX3,Neurology_II,Unique Protein
OID30985,84.82691353504936,Q96JB5,CDK5RAP3,Neurology_II,Unique Protein
OID30986,43.62247521894179,O60662,KLHL41,Neurology_II,Unique Protein
OID30987,47.78815666398994,Q9HCY8,S100A14,Neurology_II,Unique Protein
OID30988,51.43148686648341,P08651,NFIC,Neurology_II,Unique Protein
OID30989,58.50056640743191,Q9UM54,MYO6,Neurology_II,Unique Protein
OID30990,40.8274882620683,Q96QH8,SPACA5_SPACA5B,Neurology_II,Unique Protein
OID30991,48.24218908756514,Q8WVC0,LEO1,Neurology_II,Unique Protein
OID30992,48.743437197703734,P12319,FCER1A,Neurology_II,Unique Protein
OID30993,38.13498163042822,O60469,DSCAM,Neurology_II,Unique Protein
OID30994,78.03016895389207,O15013,ARHGEF10,Neurology_II,Unique Protein
OID30995,47.74869542593682,P04808,RLN1,Neurology_II,Unique Protein
OID30996,61.7449368227738,O75592,MYCBP2,Neurology_II,Unique Protein
OID30997,44.74186619789463,Q9NXH3,PPP1R14D,Neurology_II,Unique Protein
OID30998,89.34309675358668,Q15102,PAFAH1B3,Neurology_II,Unique Protein
OID30999,62.947524365165776,O43665,RGS10,Neurology_II,Unique Protein
OID31000,46.29017448426445,Q9UQ16,DNM3,Neurology_II,Unique Protein
OID31001,33.90090355914418,Q8IVM0,CCDC50,Neurology_II,Unique Protein
OID31002,37.37457805775211,B2RUY7,VWC2L,Neurology_II,Unique Protein
OID31003,63.316617689490165,Q15366,PCBP2,Neurology_II,Unique Protein
OID31004,40.698405935671076,P22102,GART,Neurology_II,Unique Protein
OID31005,46.986547238081684,A8MVW0,FAM171A2,Neurology_II,Unique Protein
OID31006,47.63058448292579,Q6ZVN8,HJV,Neurology_II,Unique Protein
OID31007,46.3851834476498,Q07021,C1QBP,Neurology_II,Unique Protein
OID31008,34.50184819023463,O95467,GNAS,Neurology_II,Unique Protein
OID31009,90.45030019471376,O75167,PHACTR2,Neurology_II,Unique Protein
OID31010,72.4869827196055,O60869,EDF1,Neurology_II,Unique Protein
OID31011,62.83090966609585,Q96A00,PPP1R14A,Neurology_II,Unique Protein
OID31012,43.51075538502403,Q14151,SAFB2,Neurology_II,Unique Protein
OID31013,37.86039965398408,Q5T848,GPR158,Neurology_II,Unique Protein
OID31014,31.694205605615107,P29536,LMOD1,Neurology_II,Duplicated Protein and not lowest CV
OID31015,40.68205893335211,Q86YD3,TMEM25,Neurology_II,Unique Protein
OID31016,60.21757866377927,Q15714,TSC22D1,Neurology_II,Unique Protein
OID31017,74.00276548946577,Q9H6Q3,SLA2,Neurology_II,Unique Protein
OID31018,58.45901181442852,O95202,LETM1,Neurology_II,Unique Protein
OID31019,64.26587214718302,O95295,SNAPIN,Neurology_II,Unique Protein
OID31020,36.44598499101448,Q8N967,LRTM2,Neurology_II,Unique Protein
OID31021,72.70328079098596,P30419,NMT1,Neurology_II,Unique Protein
OID31022,127.0384242299438,O43432,EIF4G3,Neurology_II,Unique Protein
OID31023,39.45327656692961,Q13084,MRPL28,Neurology_II,Unique Protein
OID31024,61.035735529060574,P53367,ARFIP1,Neurology_II,Unique Protein
OID31025,44.822807033290985,Q9UH03,SEPTIN3,Neurology_II,Unique Protein
OID31026,56.50618592117465,Q08378,GOLGA3,Neurology_II,Unique Protein
OID31027,84.7548925978922,O75792,RNASEH2A,Neurology_II,Unique Protein
OID31028,70.28583982451825,Q9H6H4,REEP4,Neurology_II,Unique Protein
OID31029,64.671688996667,Q9H777,ELAC1,Neurology_II,Unique Protein
OID31030,72.49008351225322,Q8WWV3,RTN4IP1,Neurology_II,Unique Protein
OID31031,48.40015585924225,P51687,SUOX,Neurology_II,Unique Protein
OID31032,45.946758633394715,Q6UWW0,LCN15,Neurology_II,Unique Protein
OID31033,98.71970317247974,Q96PE7,MCEE,Neurology_II,Unique Protein
OID31034,79.13570374756323,Q96I25,RBM17,Neurology_II,Unique Protein
OID31035,43.29924062301209,O43776,NARS1,Neurology_II,Unique Protein
OID31036,65.05491431773669,Q14197,MRPL58,Neurology_II,Unique Protein
OID31037,51.944293318769354,Q9BUJ2,HNRNPUL1,Neurology_II,Unique Protein
OID31038,33.44629242325841,Q01826,SATB1,Neurology_II,Unique Protein
OID31039,75.04588099290388,P54284,CACNB3,Neurology_II,Unique Protein
OID31040,78.02712678228308,Q5JSP0,FGD3,Neurology_II,Unique Protein
OID31041,51.421462000801824,Q9NWU2,GID8,Neurology_II,Unique Protein
OID31042,54.589568003002384,Q8IWQ3,BRSK2,Neurology_II,Unique Protein
OID31043,55.90667652783243,O94830,DDHD2,Neurology_II,Unique Protein
OID31044,36.75952467277848,Q9BUP0,EFHD1,Neurology_II,Unique Protein
OID31045,36.81753685499623,Q9NPG4,PCDH12,Neurology_II,Unique Protein
OID31046,49.588608136648666,Q14160,SCRIB,Neurology_II,Duplicated Protein and not lowest CV
OID31047,60.80366892252639,P51649,ALDH5A1,Neurology_II,Unique Protein
OID31048,28.620367862533147,P04439,HLA-A,Neurology_II,Unique Protein
OID31049,46.5194145197246,Q9BXI9,C1QTNF6,Neurology_II,Unique Protein
OID31050,39.947405041181874,P14902,IDO1,Neurology_II,Duplicated Protein and not lowest CV
OID31051,45.91250127623721,P29377,S100G,Neurology_II,Unique Protein
OID31052,90.40599340006081,P31751,AKT2,Neurology_II,Unique Protein
OID31053,53.17674582895876,P68400,CSNK2A1,Neurology_II,Unique Protein
OID31054,70.94792710859649,P61764,STXBP1,Neurology_II,Unique Protein
OID31055,68.05409474049803,Q9BZE9,ASPSCR1,Neurology_II,Unique Protein
OID31056,76.06841494486831,Q9H6S1,AZI2,Neurology_II,Unique Protein
OID31057,134.49812459756487,Q6ZVM7,TOM1L2,Neurology_II,Unique Protein
OID31058,95.5556676720699,Q99460,PSMD1,Neurology_II,Unique Protein
OID31059,70.42240057341893,P78318,IGBP1,Neurology_II,Unique Protein
OID31060,59.337461801258954,Q9H4X1,RGCC,Neurology_II,Unique Protein
OID31061,76.99092130002157,Q8WXW3-4,PIBF1,Neurology_II,Unique Protein
OID31062,68.61027777344734,Q6Y7W6,GIGYF2,Neurology_II,Unique Protein
OID31063,64.88946216365676,Q96HC4,PDLIM5,Neurology_II,Unique Protein
OID31064,52.63839235336153,Q6GQQ9,OTUD7B,Neurology_II,Unique Protein
OID31065,73.30486472339295,Q9NWM8,FKBP14,Neurology_II,Unique Protein
OID31066,35.61481728176267,Q92859,NEO1,Neurology_II,Unique Protein
OID31067,38.48523825926164,O15240,VGF,Neurology_II,Unique Protein
OID31068,73.62892266452022,Q5SW96,LDLRAP1,Neurology_II,Unique Protein
OID31069,39.08214794738274,Q16625,OCLN,Neurology_II,Unique Protein
OID31070,87.613321624639255,Q5T5Y3,CAMSAP1,Neurology_II,Unique Protein
OID31071,74.56152646860001,P78352,DLG4,Neurology_II,Unique Protein
OID31072,44.233712505583455,Q6PKH6,DHRS4L2,Neurology_II,Unique Protein
OID31073,41.01748319799665,Q14149,MORC3,Neurology_II,Unique Protein
OID31074,32.01865332182729,Q9H251,CDH23,Neurology_II,Unique Protein
OID31075,58.89226485836433,Q86VP1,TAX1BP1,Neurology_II,Unique Protein
OID31076,38.41367217136324,Q8IWY9,CDAN1,Neurology_II,Unique Protein
OID31077,30.465432842770092,Q8N163,CCAR2,Neurology_II,Unique Protein
OID31078,46.45525192379278,P13995,MTHFD2,Neurology_II,Unique Protein
OID31079,35.67256738590237,Q92599,SEPTIN8,Neurology_II,Unique Protein
OID31080,48.05851439713961,O77932,DXO,Neurology_II,Unique Protein
